activite_id;exercices_id;date_publication_activite;identifiant_fiche;objet_activite
224;129;2019-03-29;2ZV99Q1V;"Préparer un groupe de travail ""affichage de la réparabilité des produits"""
225;129;2019-03-29;40VELOB3;Inscrire dans la loi la possibilité de débloquer l'épargne pour stimuler la croissance du secteur
226;129;2019-03-29;Z0V51W4H;Demander conseil pour le rapprochement des branches CCN
227;129;2019-03-29;UYVIC4AV;Inscrire dans la loi (et décrets) la réforme de la formation professionnelle
228;130;2018-06-06;2PVXCRVN;Faire valoir attentes de la profession sur plusieurs sujets ( fiscalités locales, soldes, fléchage de l'épargne)
229;130;2018-06-06;C5HAQRVW;Eviter une augmentation de la TASCOM dans loi de finances 2018
230;130;2018-06-06;KUVP7KHR;Obtenir soutien ministère du travail sur rapprochement conventions collectives, instance réseaux de franchise et travail dominical
231;132;2019-04-23;2ZV9NMMV;"OBTENIR LA RECONNAISSANCE DE LA SALICULTURE COMME ACTIVITÉ
AGRICOLE"
232;132;2019-04-23;KUVP8S7V;"OBTENIR LA RECONNAISSANCE DE LA SALICULTURE COMME ACTIVITÉ
AGRICOLE"
233;132;2019-04-23;UYVI8ET3;"OBTENIR LA RECONNAISSANCE DE LA SALICULTURE COMME ACTIVITÉ
AGRICOLE"
234;132;2019-04-23;QEVJ8K6V;"OBTENIR LA RECONNAISSANCE DE LA SALICULTURE COMME ACTIVITÉ
AGRICOLE"
235;132;2019-04-23;CLV1MXC3;"OBTENIR LA RECONNAISSANCE DE LA SALICULTURE COMME ACTIVITÉ
AGRICOLE"
236;132;2019-04-23;S0V2MWIV;"SENSIBILISER LE MINISTÈRE DE L'AGRICULTURE SUR LE STATUT DES
SALICULTEURS - RECONNAISSANCE DE LA SALICULTURE COMME
ACTIVITÉ AGRICOLE"
237;132;2019-04-23;5DHM8KEH;"REPÉRAGE AT : OBTENIR LE CADRE RÉGLEMENTAIRE LE PLUS EXIGEANT
SUR LE REPÉRAGE AMIANTE AT DE SORTE QUE LES ENTREPRISES DE
RETRAIT D’AMIANTE DISPOSENT DE RAPPORTS DE REPÉRAGE FIABLES ET
EXPLOITABLE"
238;132;2019-04-23;SQV721F3;"MEILLEURE ADAPTATION POSSIBLE DE LA RÉFORME DE LA
CERTIFICATION ET FORMATION DES DIAGNOSTIQUEURS IMMOBILIERS
AUX RÉALITÉS DU TERRAIN"
239;132;2019-04-23;5GVT8WFH;"CONNAITRE L'AMBITION DU GOUVERNEMENT SUR LA FILIÈRE MINE ET
EXPLIQUER LES PROBLÉMATIQUES ÉCONOMIQUES DU SECTEUR"
240;132;2019-04-23;X2VR8703;"PARTICIPER AUX DEUX PROJETS DE TEXTES MODIFICATIFS SUR LES
ACTIVITÉS DE FORAGE"
241;132;2019-04-23;2Y3K8FPV;"ÉVOLUTION DU DPE DANS LE SENS D’UNE MEILLEURE FIABILITÉ DE LA
MÉTHODE ET D’UNE MEILLEURE EFFICACITÉ EN TERMES DE
RÉNOVATION ÉNERGÉTIQUE DES BÂTIMENTS"
242;132;2019-04-23;IYVN8QFH;"OBTENIR LA RECONNAISSANCE DE LA SALICULTURE COMME ACTIVITÉ
AGRICOLE"
243;132;2019-04-23;S0V2MD0V;"TRAVAILLER AVEC LE MINISTRE DE LA SANTE POUR LA MISE EN PLACE DE LA
DIMINUTION DES TAUX DE SEL DANS LE PAIN"
244;132;2019-04-23;40VEC4G3;"MODIFIER LE RÈGLEMENT EUROPÉEN SUR LES PRODUITS BIO POUR QUE
TOUS LES TYPES DE SEL PUISSENT ÊTRE CONSIDÉRÉS COMME BIO DÈS
LORS QU'IL NE CONTIENNENT PAS D'ADDITIFS PROSCRIS PAR LE
RÈGLEMENT EUROPÉEN"
245;132;2019-04-23;KW3U2JLH;"PARTICIPATION ACTIVE ET PRODUCTION D’EXPERTISE POUR LA
RÉALISATION DE CAMPAGNES DE VALIDATION DES PERFORMANCES DE
CERTAINS EPI POUR LES OPÉRATIONS DE RETRAIT D’AMIANTE. "
246;132;2019-04-23;Z0V5MSYV;"RATIONALISER LA DIGITALISATION ET LA DÉMATÉRIALISATION DES
DÉCLARATIONS À PRODUIRE EN CAS D’OPÉRATION DE RETRAIT D’
AMIANTE"
247;132;2019-04-23;FY3G8TJ3;"PERMETTRE LA RÉALISATION DE PRÉLÈVEMENT D’AIR INTRA-MASQUE À
DES FINS D’ÉTUDE OU D’EXPÉRIMENTATION"
248;132;2019-04-23;SBHO8FJV;"SENSIBILISER UN DÉPUTÉ AUX PROBLÉMATIQUES ÉCONOMIQUES,
ENVIRONNEMENTALES ET SOCIÉTALES DE L'ACTIVITÉ MINIÈRE DU SEL"
249;132;2019-04-23;POHZ9ILH;"CONNAITRE L’INTENTION DU GOUVERNEMENT SUR LA RELANCE DE LA
RÉFORME DU CODE MINIER POUR L'ANNÉE 2018"
250;132;2019-04-23;2PVXJN23;"PARTICIPER AUX DÉBATS SUR LE SEL DANS L'ALIMENTATION ET
CONTRIBUER À LA RÉDUCTION DE LA CONSOMMATION DE SEL DANS LE
PAIN"
251;137;2019-03-28;C5HAP48H;Etendre les compétences des sages-femmes en matière de vaccinations auprès des enfants
252;137;2019-03-28;X2VRKQQH;Sensibiliser le Gouvernement sur la création d'un DMP par les sages-femmes dès le début de la grossesse
253;137;2019-03-28;9SVFLZDV;Santé des femmes et des nouveau-nés : présenter les propositions du Conseil national de l'Ordre des sages-femmes en matière de prévention
254;137;2019-03-28;PO38AQI3;PMI : sensibiliser les parlementaires sur le rôle des sages-femmes dans la politique de protection maternelle et infantile
255;138;2018-04-18;KW3U94OV;Extension des compétences des sages-femmes en matière de santé publique et prévention
256;138;2018-04-18;FY3GQSSH;Intégration des études de sages-femmes à l'université
257;138;2018-04-18;DC34BQWV;Fonctionnement du Conseil national de l'Ordre des sages-femmes
258;138;2018-04-18;PO38QZBH;Propositions du Conseil national de l'Ordre des sages-femmes
259;141;2018-07-11;JA3YOJYV;Action menée dans le cadre de la loi de finances pour les avantages fiscaux attribués dans le cadre des Monuments Historiques
260;142;2019-03-27;QEVJLFSH;PJL PACTE : sensibiliser sur le besoin d'instaurer un examen au fond des demandes de brevets
261;142;2019-03-27;POHZYAD3;PLF : audition de présentation des missions, sensibiliser sur le besoin de renforcer la propriété intellectuelle et la procédure d'examen des brevets
262;142;2019-03-27;19V0EKQV;Présenter un projet en matière de véhicule autonome
263;143;2019-03-27;KUVP4U6H;PJL PACTE : sensibiliser sur le besoin d'instaurer un examen au fond des demandes de brevets
264;143;2019-03-27;KW3UUND3;Présenter un projet en matière de véhicule autonome
265;143;2019-03-27;2EHL0773;PLF : audition de présentation des missions, sensibiliser sur le besoin de renforcer la propriété intellectuelle et la procédure d'examen des brevets
266;145;2019-03-27;40VEEXFV;Permettre la réalisation du libre choix de l'enseignement des parents pour leurs enfants, quelle que soit leur situation sociale, en particulier dans les domaines sportif et handisportif
267;146;2019-03-28;DC340LYV;PLF 2019 : demander la réforme du champs d'application de l'Impôt sur la Fortune Immobilière (IFI) en ce qui concerne les fonds d'investissement en immobilier non cotés 
268;146;2019-03-28;POHZ5RO3;"Projet de loi PACTE : demander des mesures d'ajustement du régime juridique des Sociétés Civiles de Placement Immobilier (SCPI)
"
269;146;2019-03-28;2EHL1PMH;"PLF 2019 : demander l'extension au bénéfice des fonds comptant des investisseurs personnes physiques du régime fiscal du « logement intermédiaire »
"
270;146;2019-03-28;S0V2K9E3;"Mettre en place un label ISR spécifique aux fonds d’Investissement en immobilier
"
271;146;2019-03-28;C5HAU6F3;"Projet de loi PACTE : demander l'extension de l'objet social des Sociétés Civiles de Placement Immobilier (SCPI)
"
272;146;2019-03-28;KW3UEAZV;"Introduire un projet de loi relatif à la création d'un fonds d'investissement de collecte de l'épargne pour le financement du logement
"
273;147;2018-04-25;4UHQPD3R;Réforme de l'Impôt de Solidarité sur la Fortune (ISF) : projet d'Impôt sur le Fortune Immobilière (IFI)
274;147;2018-04-25;IO3W5AVA;Projets de réformes concernant les fonds d'investissement immobiliers 
275;147;2018-04-25;DC3407VQ;Projets de financement par les fonds d'investissement immobilier des actifs sociétaux
276;151;2019-04-23;IO3WQAO3;Revaloriser les tarifs des actes hospitaliers publics et privés pour la campagne tarifaire 2019
277;160;2019-04-08;2PVXKSRH;Echange sur le projet de loi Fiscalité des Brevets Rencontre avec le Ministre Bruno Lemaire 09/03/2018
278;160;2019-04-08;4UHQP9B3;Rencontre Alois Kirshner - 13/03/2018 conseiller Industrie de M. Bruno LeMaire-discussion portant sur la loi de la fiscalité des brevets 
279;160;2019-04-08;C5HAG7EH;Amendement au projet de loi EGALim & PACTE Echange de mail avec le Sénateur du Nord 14/06/2018 
280;160;2019-04-08;CLV1G4E3;Amendement de la loi PAQTE Rencontre Député de L'AISNE 25/07/2018 par Domitille Fafin 
281;161;2018-04-25;5GVTUPZ3;Discussions concernant la réforme de la réglementation Numérique
282;161;2018-04-25;5DHMQF2V;Préparation de la visite du Premier Ministre sur un site industriel du Groupe L'OREAL 
283;161;2018-04-25;KUVPUOWH;Réunion autour su Mécénat des Entreprises de la ville de Clichy
284;161;2018-04-25;4UHQSRC3;Réforme concernant le Régime des Retraites complémentaires
285;163;2019-03-29;UYVICSAV;Clarifier le dispositif d'organisation de la reprise des déchets du BTP pour les clients professionnels du négoce
286;163;2019-03-29;KDVSUXWH;Demande de clarification de méthodologie liée à l'entrée en vigueur de la réforme des valeurs locatives des locaux professionnels
287;163;2019-03-29;FX3CW2IV;Contribuer aux pistes de réflexion sur la réforme de la fiscalité du commerce
288;163;2019-03-29;UYVICPAV;Clarification du périmètre de la règlementation de la commercialisation des produits soumis à restriction
289;163;2019-03-29;KW3U087V;Maintien de la règlementation sur les délais plafonds conventionnels de paiement inter entreprises
290;163;2019-03-29;KW3U0MKV;Négociation de l'accord constitutif de l'OPCO, pour la branche du négoce de matériaux de construction et de la branche du négoce de bois
291;163;2019-03-29;SQV7JAG3;Négociation de l'accord constitutif de l'OPCO, pour la branche du négoce de matériaux de construction et de la branche du négoce de bois
292;163;2019-03-29;KW3U0CKV;Clarification des règles de représentation, liées à la négociation collective
293;164;2018-04-20;X2VR6THU;Révision des valeurs locatives des locaux professionnels 
294;164;2018-04-20;KUVPZD3R;Organisation de la reprise des déchets du BTP pour les clients professionnels du négoce
295;164;2018-04-20;2EHLP6VJ;Délais de paiement - Recouvrement des Intérêts de retard et indemnisation forfaitaire
296;164;2018-04-20;2Y3KGLLV;Clarification et simplification de la règlementation de la commercialisation de produits soumis à restriction
297;166;2018-07-05;Z0V5XSNH;Évolution de la chronologie des médias / Lutte contre le piratage des œuvres cinématographiques sur internet / accompagnement de la numérisation des salles de cinéma
298;171;2019-07-09;PO381P0V;Demande d'entretien pour partager nos réflexions sur le système de santé français
299;171;2019-07-09;Z0V5MJZV;Demande d'entretien pour partager nos réflexions sur le système de santé français
300;171;2019-07-09;FY3G8MW3;Demande d'entretien pour partager nos réflexions sur le système de santé français
301;171;2019-07-09;5DHM8MZH;Demande d'entretien pour partager nos réflexions sur le système de santé français
302;171;2019-07-09;2Y3K8MRV;Demande d'entretien pour partager nos réflexions sur le système de santé français
303;171;2019-07-09;SQV72AT3;Demande d'entretien pour partager nos réflexions sur le système de santé français
304;171;2019-07-09;40VECM43;Demande d'entretien pour partager nos réflexions sur le système de santé français
305;171;2019-07-09;S0V2MJDV;Demande d'entretien pour partager nos réflexions sur le système de santé français
306;171;2019-07-09;CLV1MEL3;Demande d'entretien pour partager nos réflexions sur le système de santé français
307;171;2019-07-09;DC34MN1H;Demande d'entretien pour partager nos réflexions sur le système de santé français
308;171;2019-07-09;IO3WNYD3;Demande d'entretien pour partager nos réflexions sur le système de santé français
309;171;2019-07-09;IYVN8MIH;Demande d'entretien pour partager nos réflexions sur le système de santé français
310;171;2019-07-09;KW3U2CRH;Demande d'entretien pour partager nos réflexions sur le système de santé français
311;171;2019-07-09;QEVJ8MWV;Invitation à visiter un site de production situé sur le territoire français
312;172;2018-08-23;4UHQ42DV;Demande d'entretien pour partager notre expérience d'entreprise et nos reflexions sur le système de santé français
313;172;2018-08-23;GJVDQJS3;Demande d'entretien pour partager notre expérience d'entreprise et nos reflexions sur le système de santé français
314;172;2018-08-23;9SVFA9P3;Visite du site de production Medtronic de Fourmies
315;172;2018-08-23;19V0SLFH;Visite du site de production Medtronic de Fourmie avec le Sous-préfet
316;172;2018-08-23;DC34DF7H;Rencontre avec direction CHU pour présenter Medtronic France
317;172;2018-08-23;PO388UE3;Entretien pour partager notre expérience d'entreprise et nos reflexions sur le système de santé français avec le cabinet de la Ministre de la Santé
318;172;2018-08-23;KDVSKNR3;Anniversiare du site de production Medtronic de Pont-de-Claix
319;173;2018-08-23;2Y3KF82H;Présentation dispositif médical innovant
320;173;2018-08-23;IO3W9NR3;Déjeuner informel, prise de contact
321;173;2018-08-23;KW3UJ24H;Présentation de l'approche Valeur en Santé
322;174;2019-10-19;5GVTJ4XH;Renforcer la législation française sur les crypto-actifs.
323;174;2019-10-19;KQ36FNOH;Renforcer le financement des Établissements Français à l'Étranger.
324;177;2019-03-30;KW3UDWDH;Promotion du crédit d’impôt jeu vidéo dans le cadre du PLF 2019
325;177;2019-03-30;Z0V5GDMV;Promotion des systèmes de classification et de prévention du jeune public mis en place par l’industrie du jeu vidéo
326;178;2018-05-04;2EHLQW73;"Évolution des dispositions fiscales et promotion du secteur du jeu vidéo.
Visite du site et échanges autour du jeu vidéo lors de la visite de la huitième édition de la Paris Games Week "
327;179;2019-03-29;C5HAKDFV;Eviter des surtranspositions injustifiées par rapport à la réglementation enropéenne sur les produits et substances chimiques utilisées dans notre secteur
328;179;2019-03-29;4UHQ0GFH;Présentation des enjeux réglementaires nationaux et européens concernant notre secteur
329;181;2019-02-11;2PVX2E03;Prise en compte des spécificités de la propreté dans la rédaction des clauses sociales pour les marchés publics
330;181;2019-02-11;5GVTB66V;"Fare Propreté : Baise du CICE. Baisse du CICE en 2018
"
331;181;2019-02-11;POHZNDWH;Simplifier la reconnaissance du handicap et reconnaître directement l'invalidité dans un souci de simplication pour les salariés et les entreprises.
